1011122860,13781821138391465377,158993521514793991,19,0
741977810,6130581258135331231,223914437014484050,19,0
341555515,5925017203703813759,18434209544392574614,19,0
341555515,6264133660834234181,360090562717375615,19,0
1471393596,14853796503408049122,1025450962021545961,19,0
1193208323,8983191788421918756,18381338789153929889,19,0
3745880705,4107627874135645388,18026964405100179926,19,0
3745880705,3570082828235180249,17767874686205413699,19,0
2172610327,18368471216354885217,727584388661039845,19,0
2385716901,4709175810843504305,18312427752465200667,19,0
2730265647,4310198783834433836,18155992360859582506,19,0
2385716901,4848460513744610347,18288759433297296883,19,0
1219241594,14160151358691927287,167841970090742750,19,0
985114382,11636149463404419153,141724366616988240,19,0
561473234,13933012366076013416,18131213302621831218,19,0
