2632711694,18419101959976082750,7177243691874037670,61,0
2632711694,18146152355853048210,6894106940761815750,61,0
2650546315,12066961200761449185,7436960733659186615,61,0
2632711694,18139543041124556340,6843865448428615487,61,0
2632711694,18344255244216832245,7056218011762781927,61,0
3702116018,4310952573492845798,6592301439900629654,61,0
2632711694,18350864558945324115,7106459504095982190,61,0
2632711694,108832688328048404,7318812067430148630,61,0
2632711694,102223373599556534,7268570575096948367,61,0
2632711694,18077914954822289575,6823322752983760270,61,0
3444546701,6722075710688416104,6722075710688416104,61,0
3444546701,6230942558241231725,6230942558241231725,61,0
1727451743,5086758511136817969,4168115802626356502,61,0
3444546701,6726431872687620085,6726431872687620085,61,0
3200794193,10915534743674467277,7197621451973293000,61,0
