2593386378,12899121270094892316,10598862999499700366,33,0
1334209813,6382169605715288563,12730645180089806570,33,0
2593386378,8475988678702958673,10076148746230346428,33,0
1334209813,6577916906485557095,11782913689227393438,33,0
2593386378,8689317763006303404,9958436676316036913,33,0
1334209813,6952346176712966339,11912957224366448405,33,0
1951547232,6768967879400988449,12337026008694896381,33,0
2577192215,10460747416755611424,11121380465816496580,33,0
2577192215,10946280988501015401,10514079735035296610,33,0
3556599594,6266215058015149877,12226148150975906416,33,0
1705315101,10767820553250412976,11011407888221712955,33,0
751379561,10856798574747766294,10008652158256190999,33,0
985375618,12219189473417294233,17339919821047552005,33,0
3252813348,18314091100746350225,11202131331364177076,33,0
2043865166,10339862598783774832,10317120695350752962,33,0
