2463353239,11400420346521378736,4416669257654511628,197,0
2463353239,3433025603844123360,4503047612658006844,197,0
2463353239,12041997261402272590,4053533934558790447,197,0
2955905457,3884653326150721363,3930641489818893514,197,0
2463353239,5847296138088315733,2598602369064371462,197,0
2955905457,3552388591579264967,4306529790615713408,197,0
2955905457,261090855098712279,4461683173516988655,197,0
2955905457,3956406776387406921,4134805242783719649,197,0
3766223266,17898784178163963456,4877227650360386364,197,0
2394936156,12308031459267448235,4534281701550165130,197,0
2394936156,6066571621802618807,4233978425682078667,197,0
1273920058,5414371904201182820,5049422767642161074,197,0
1273920058,5147793583380372070,4685143978235482430,197,0
1273920058,17135852369681710833,4898857247357844289,197,0
1273920058,17719496442040236008,5150616363316110644,197,0
