2298709817,5375747634157246267,5375747634157246267,113,1
1530266988,9048959548114250044,9048959548114250044,113,1
2298709817,5368606469441661042,5368606469441661042,113,1
4045784523,14774542056443390309,5220445048251127864,113,1
95685074,4846977507094581623,4846977507094581623,113,1
4108777681,5467451121538719308,5467451121538719308,113,1
1530266988,9066812485867373799,9066812485867373799,113,1
4045784523,16291959950825542161,4841500264064232580,113,1
95685074,5912392824277654105,5912392824277654105,113,1
4045784523,7852617066094789123,5306667302741266489,113,1
3928491472,5194548401310561930,5194548401310561930,113,1
1260650034,13589118848556496898,5058004823937471031,113,1
1260650034,5150527185526540368,5150527185526540368,113,1
1260650034,5699712215562998252,5699712215562998252,113,1
907391542,4407061912637705340,4407061912637705340,113,1
