858283476,4367803794604985716,16417465885474032098,152,0
3496102976,5679870804528276465,13923406175992719006,152,0
1164812780,11343288506819888262,13865979104554276887,152,0
707328739,7017038825314712071,16144204187694154042,152,0
2593386378,8817109360951817254,6550194310777708699,152,0
924635176,246915827623766716,16507700335470093073,152,0
1777237690,6097326275152872183,5613127844489105236,152,0
1777237690,6206969918295330533,6928048834911861523,152,0
1777237690,6050218708751008585,6980991380668467639,152,0
1777237690,6458379080195700944,6917922272541497475,152,0
2129760263,8066823620649130593,14374917151382488532,152,0
2958402539,5664775295457756741,16078058427131188964,152,0
3702116018,5065857220372861701,14158477518568874736,152,0
3702116018,5258128415048362759,14512500991256557461,152,0
4104186462,13194388526063392234,16059708179448789162,152,0
4104186462,12894514849853700952,16698390574026802624,152,0
