2463353239,6093708470729364792,7487526710191771023,177,0
2683060233,12087859575414987991,11962229101810845893,177,0
2955905457,5496605409621391134,11003864148025588278,177,0
314011870,8509778997000387085,12119801414595858075,177,0
1951547232,6977514277109443684,11387779682566727197,177,0
664014020,12945029974301682503,16177781212804566769,177,0
1376397104,7189299827239674133,12637400988958017764,177,0
1193208323,2981966957017753428,16181920040709362309,177,0
3286172006,11639409300613699298,11177786035518919447,177,0
1596213689,12560294250404690224,16639375478540635582,177,0
2172610327,369322422150821636,11982433147716611674,177,0
3702116018,5318758711712528972,12197534511618622674,177,0
4184009,12118176190469638013,10912942752681011731,177,0
1877167817,10357746859198650823,11450856740597833390,177,0
495063361,11479084648219148686,11475285006996038933,177,0
