1859087414,5088508443057842322,16570286001249004360,158,0
156131608,16580295718785859387,16824458897375372122,158,0
2018386414,10663827357412434135,6176434509133116635,158,0
2463353239,5715059755837505403,6693976642340226810,158,0
2436662037,3352698333404851461,8828741403037242996,158,0
754117785,1575732992253678202,17189176486402618516,158,0
1318340964,7654896688989841203,8681270209083715544,158,0
754117785,1345803743456083230,17138687161548610410,158,0
63542718,12241482201952518792,8142441921299256790,158,0
4110632303,13596358719736161411,5585962555470112365,158,0
2050154205,10202021788427946379,6491318494659007409,158,0
3165298873,6722419564962247710,8912913579439399248,158,0
1878792773,15830362473179164409,6560815545062557149,158,0
1795403728,8466854784724438994,5710383321396981645,158,0
3959343385,5497242288265446323,5785734979205116898,158,0
3459172509,5518809234554140440,9130848406194366739,158,0
1027296312,14842208784446057279,16857830380975943431,158,0
